0.38408121	0	0.064354517	0.003092049	0	0.012631937	0.003370641	0.370233779	0.0060741	0	0	0.053667731	0.001948699	0	0	0.005178235	0.037233079	0.013104836	0.045029186	0
0.142339765	0	0.44164649	0	0	0	0	0.284065614	0	0	0	0	0	0	0	0	0.131410899	0.000537232	0	0
0	0	0	0	0.098161077	0	0.356461742	0	0	0	0	0	0	0	0.143836027	0	0	0	0.401541155	0
0.074272011	0	0.282589649	0	0	0	0	0.180635074	0	0	0	0	0	0	0	0	0.462503266	0	0	0
0.322812956	0	0	0.032418094	0	0	0	0	0.020071056	0	0	0	0	0	0	0.083002729	0	0	0.101259428	0.440435737
0.134495939	0	0.405296003	0	0	0	0	0.272582	0	0	0	0.064484635	0	0.00266758	0.000684246	0	0.119789597	0	0	0
0.27333433	0.114093682	0.093849127	0.002496863	0	0	0	0	0	0	0	0.000337421	0.01456611	0.001483665	0.04298577	0	0.000819132	0.439606981	0	0.016426919
0.22419188	0.084792733	0.063362229	0	0.376735591	0	0	0	0.204750743	0	0	2.13562E-05	0.0064577	0	0.02551648	0	0.000952863	0	0	0.013218423
0.465823118	0.021597842	0	0	0	0	0	0.043267412	0	0	0.179037936	0	0.026986496	0	0	0	0.156354219	0	0.106932976	0
0.081878225	0	0.048393266	0.006489356	0.04726862	0.000426223	0	0.004192501	0.010468748	0.040384972	0	0	0.000638873	0.010855307	0	0	0.578806723	0.107568431	0	0.062628755
0.266782916	0	0.68288019	0	0	0	0	0	0	0	0	0.013162682	0	0.008474827	0	0	0	0.028699385	0	0
0	0	0	0.00191363	0	0.011953826	0	0	0	0.868835155	0	0.000918017	0	0.000123224	0	0.010916657	0	0.103990723	0	0.001348769
0.002080033	0	0.284839009	0	0.014885227	0.051992561	0.005019182	0.371114462	0	0.083602535	0	0	0	0.004757965	0	0	0	0	0.181709025	0
0.426077324	0	0.039558796	0	0	0	0.000796489	0	0.022796772	0	0	0.236071572	0.263553355	0	0.001382084	0.00518589	0	0	0.004577718	0
0	0.001974504	0	0.007733075	0.041731422	0	0	0	0.002148172	0.030808789	0	0.000918087	0	0	0.112523887	0	0.016098905	0	0.756078405	0.029984754
0.064068838	0	0.17355013	0.014082557	0.044081524	0.023330903	0	0.006799817	0	0.030837229	0	0.014616376	0.000686618	0.00656963	0.133027144	0	0	0	0.479892826	0.008456409
0.483253716	0	0.056356219	0.022224927	0.069081517	0	0	0.006047792	0	0	0	0.023409645	0	0.006732495	0.207685378	0.001664695	0	0	0.082223656	0.04131996
0	0	0.145114461	0	0.340152037	0.032210149	0	0.241865298	0.001785304	0.06806454	0	0	0	0.007634801	0.035820867	0	0.009340044	0	0.103082806	0.014929693
0.182343418	0	0	0.632806616	0	0.000746723	0	0.168705131	0	0	0	0	0	0.015398112	0	0	0	0	0	0
