0.405797767	0	0.002144767	0.035130545	0	0	0.03153271	0.366739279	0	0.006753952	0	0.011128326	0.076114068	0	0.007136604	0.009913277	0.044519957	0	0.003088749	0
0.164850816	0	0	0.374427405	0	0	0	0.30769356	0	0	0	0	0	0	0	0	0.153028219	0	0	0
0.23072461	0	0	0	0	0.010158061	0.009627756	0	0	0	0	0.000683119	0	0	0	0	0.293075006	0	0.379096428	0.07663502
0.006501116	0	0	0	0.095785117	0.337967027	0.33865692	0	0	0	0	0	0	0	0	0.002967085	0	0	0	0.218122735
0.104255056	0	0	0.272133735	0	0.003247871	0	0.222391586	0	0	0	0	0	0	0	0	0.397971752	0	0	0
0.44153196	0.015178891	0.05878898	0	0	0	0.0807414	0	0	0.035125306	0.056084278	0	0	0	0.271678113	0	0	0.040871072	0	0
0.150031068	0	0	0.338191913	0	0	0	0.288790211	0	0	0	0	0.068760332	0.00144815	0	0	0.152778326	0	0	0
0.302530212	0	0	0	0	0	0	0.263275699	0	0	0	0	0.401273218	0	0.032920871	0	0	0	0	0
0.266603715	0.111041099	0	0.062060106	0	0	0	0	0	0	0	0	0	0.008664303	0	0.369331705	0.133508499	0.002781318	0.031589997	0.014419259
0.229208516	0.08072219	0	0.048593671	0.345063772	0	0	0	0	0.223618603	0	0	0	0	0	0	0.055581953	0	0.00930393	0.007907365
0.37272999	0.0157386	0	0	0	0	0.078171145	0.013435825	0	0	0.149719973	0	0	0	0	0	0.320377524	0	0.049826942	0
0.079033754	0	0	0.034183423	0.022620756	0	0	0	0.040664974	0	0	0	0	0	0	0.111389022	0.357790879	0.354317191	0	0
0.318796048	0	0	0.627976359	0	0	0	0	0	0.000236315	0	0	0.006832275	0.006418528	0	0.018365796	0.021374679	0	0	0
0	0	0.000132326	0	0	0	0	0	0.875631144	0	0	0.006370576	0	0.001443039	0.027433896	0.085597161	0	0.003391857	0	0
0	0	0	0.23810807	0.0185969	0.003347252	0.178807267	0.409562542	0.104382947	0	0	0.03803123	0.006699257	0.002464535	0	0	0	0	0	0
0.307277985	0	0	0.015775024	0	0.000812885	0	0.002052961	0	0.012178834	0	0	0.197214654	0	0.001095421	0	0	0	0.463592237	0
0	0.006106728	0.002908339	0	0	0	0.701382547	0	0.030565376	0.000517657	0	0	0	0	0.001942931	0.040000875	0.110904304	0.016514306	0	0.089156935
0.078691706	0	0.009136122	0.142612012	0	0	0.433148782	0.008516237	0.038876126	0	0	0.016474238	0.014906821	0.005331183	0	0.038043274	0.080863527	0.012035461	0.007710203	0.113654308
0.488553626	0	0.013926456	0.039997609	0	0	0.062679809	0.003228609	0	0	0	0	0.021136635	0.005434714	0.003880196	0.056964137	0.125459169	0.020675785	0.003045448	0.155017807
0.355177809	0	0	0	0	0	0.051034392	0	0	0.045784221	0	0	0	0	0	0	0.00301591	0	0.544987668	0
0	0	0	0.092544068	0.257965373	0	0.076884312	0.211002677	0.064510252	0	0	0.0249896	0	0	0	0.006276509	0.01776263	0.21977732	0	0.028287259
0.185351408	0	0.630519012	0	0	0	0	0.166463095	0	0	0	0	0	0.017666486	0	0	0	0	0	0
0.394723822	0	0	0	0	0.001755936	0	0	0	0	0	0.006419338	0	0	0	0	0	0	0.597100904	0
0.066378515	0	0	0.339169283	0	0	0	0.362952824	0	0	0	0	0.223396485	0	0	0	0	0.008102893	0	0
0.277321468	0	0	0.017528475	0	0	0.020903497	0.264326515	0	0	0	0	0.02980674	0	0	0.374086389	0	0	0.00177586	0.014251056
0	0.036434068	0	0.560147734	0	0	0	0	0	0	0.109780307	0	0	0	0	0.031078951	0	0.26255894	0	0
0.499186397	0	0.005785544	0.062752197	0	0	0.062847732	0.059385217	0	0	0	0	0.24233528	0	0	0.003515827	0	0	0.047906519	0.016285287
0.290143279	0	0	0.021075946	0	0	0.012418832	0.281733654	0	0	0	0	0.066758467	0	0	0	0	0.313687755	0.011537806	0.00264426
0.144171948	0	0	0.343074539	0	0	0	0.284147635	0	0	0	0	0	0.000825289	0.015876875	0	0.200724827	0.011178887	0	0
0.184161788	0	0	0.008042227	0	0.523255558	0	0	0	0	0	0	0	0	0	0	0	0	0.282520128	0.0020203
0.535619031	0	0.00127664	0.043151136	0	0	0.019150897	0.016543594	0	0	0	0	0.351606616	0	0.007703107	0	0	0.010375586	0.014573393	0
0.08955288	0	0	0.441696593	0	0.003157517	0	0.450513914	0	0	0	0	0.015079096	0	0	0	0	0	0	0
0	0	0.003104228	0	0.078529778	0	0	0	0.799884384	0	0	0	0.001413846	0	0.106215012	0.001377351	0	0.009475401	0	0
0.152720154	0	0.168015632	0	0	0	0	0.274229429	0.01745053	0	0.009616329	0	0	0	0.157549229	0	0.012371278	0.208047418	0	0
